SGO Report ID,SGO Report Version,SGO Amendment,Year Month,Location,Crash Type,Is NHTSA Reportable In-Transport,Is NHTSA Reportable In-Transport Delta-V Less than 1 MPH,Is Police-Reported,Is Any-Injury-Reported,Is Any Vehicle Airbag Deployment,Is Ego Vehicle Airbag Deployment,Is Suspected Serious Injury+,Incident Date,Location Address / Description,Zip Code
30270-10890,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/1/25,Hollywood Boulevard and the on-ramp freeway entrance to South 101,90028
30270-10889,1,Amendment 2 or prior,202505,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/2/25,E. Camelback Road at N. Central Avenue,85013
30270-10888,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/2/25,Van Ness Avenue near Grove Street,94102
30270-10887,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/8/25,Lombard Street near Fillmore Street,94123
30270-10886,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/7/25,25th Street at Mission Street,94110
30270-10885,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/6/25,Valparaiso Street near Mason Street,94133
30270-10884,1,Amendment 2 or prior,202505,AUSTIN,V2V Intersection,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/4/25,San Saba Street at E. 2nd Street,78702
30270-10869,1,Amendment 2 or prior,202505,PHOENIX,V2V Intersection,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/21/25,N. McClintock Drive at W. Windmills Boulevard,85226
30270-10868,2,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V F2R,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/21/25,John Daly Boulevard and Lake Merced Boulevard,94015
30270-10866,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/20/25,Van Ness Avenue at Market Street,94102
30270-10865,1,Amendment 2 or prior,202505,SAN_FRANCISCO,All Others,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/19/25,376 North Point Street,94133
30270-10863,1,Amendment 2 or prior,202505,PHOENIX,All Others,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/19/25,10 S. Roosevelt Avenue,85226
30270-10861,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/2/25,1200 block of Treat Avenue,94110
30270-10860,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/16/25,Florida Street near 24th Street,94110
30270-10859,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Head-on,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5/19/25,La Grange Avenue near Midvale Avenue,90025
30270-10858,1,Amendment 2 or prior,202505,SAN_FRANCISCO,Secondary Crash,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/15/25,25th Street at Treat Avenue,94110
30270-10857,1,Amendment 2 or prior,202505,SAN_FRANCISCO,Secondary Crash,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5/17/25,Fell Street near Lyon Street,94117
30270-10854,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/15/25,19th Street near Lapidge Street,94110
30270-10852,1,Amendment 2 or prior,202505,PHOENIX,V2V Intersection,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/16/25,parking lot of 4571 E. Shea Boulevard,85028
30270-10838,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/14/25,7th Street at Minna Street,94103
30270-10836,2,Amendment 2 or prior,202505,PHOENIX,Pedestrian,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/16/25,N Central Ave at E McDowell Rd,85004
30270-10833,1,Amendment 2 or prior,202505,PHOENIX,Secondary Crash,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5/11/25,N. Scottsdale Road at E. Rio Salado Parkway,85281
30270-10776,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/10/25,15th Street near S. Van Ness Avenue,94103
30270-10775,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/10/25,S. Van Ness Avenue at 21st Street,94110
30270-10768,2,Amendment 2 or prior,202505,LOS_ANGELES,Cyclist,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5/10/25,Holly Court at Ocean Avenue,90291
30270-10761,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/30/25,California Street at Battery Street,94104
30270-10751,1,Amendment 2 or prior,202505,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/9/25,Washington Street at Gateway Drive,85034
30270-10746,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/8/25,Fair Oaks Street near 24th Street,94110
30270-10695,1,Amendment 2 or prior,202505,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5/7/25,N. Tatum Boulevard at E. Paradise Village Parkway,85028
30270-10675,1,Amendment 2 or prior,202505,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/6/25,Thomas Road at N. 3rd Street,85012
30270-10674,1,Amendment 2 or prior,202505,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/3/25,N. 7th Street near E. Catalina Drive,85014
30270-10673,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/2/25,W. 1st Street at N. Fremont Avenue,90012
30270-10664,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/2/25,Smiley Drive near Hauser Boulevard,90016
30270-10663,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/2/25,25th Street at Wisconsin Street,94107
30270-10649,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/30/25,Dolores Street near Market Street,94103
30270-10648,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/30/25,8000 block of Leavey Road/Loyola Marymount University Drive,90045
30270-11297,1,Amendment 3,202504,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/17/25,parking lot entrance at 1503 E. Indianola Avenue, 
30270-10800,1,Amendment 2 or prior,202504,AUSTIN,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/29/25,West Avenue at W 16th Street,78778
30270-10793,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/28/25,Howard Street at Hawthorne Street,94105
30270-10792,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/28/25,Stillman Street near 2nd Street,94107
30270-10790,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/28/25,Van Ness Avenue near Geary Street,94109
30270-10760,1,Amendment 2 or prior,202504,AUSTIN,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/29/25,E. 2nd Street at S. Congress Avenue.,78701
30270-10759,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4/30/25,Sutter Street at Van Ness Avenue,94109
30270-10758,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/30/25,2nd Street near Harrison Street,94107
30270-10757,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/29/25,Cyril Magnin Street near O'Farrell Street,94102
30270-10756,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/27/25,Green Street near Jasper Place,94133
30270-10755,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/26/25,parking lot at 320 Bowling Green Drive,94122
30270-10754,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4/26/25,Jones Street at Green Street,94133
30270-10753,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/10/25,Webster Street at Union Street,94123
30270-10752,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/10/25,45th Avenue near Sloat Boulevard,94116
30270-10750,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/9/25,Bay Street near Polk Street,94109
30270-10749,1,Amendment 2 or prior,202504,PHOENIX,V2V F2R,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/11/25,E. Southern Avenue at 40th Street,85040
30270-10748,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/11/25,E. 2nd Avenue near S. Central Avenue,90012
30270-10747,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/11/25,Laguna Street at Ivy Street,94102
30270-10743,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/9/25,6th Street at Bryant Street,94107
30270-10742,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/8/25,Van Ness Avenue near Sutter Street,94109
30270-10728,1,Amendment 2 or prior,202504,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4/8/25,N. Central Avenue at Thomas Road,85012
30270-10726,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/7/25,Melrose Avenue at N. Kingsley Drive,90029
30270-10725,1,Amendment 2 or prior,202504,AUSTIN,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/6/25,E. Alpine Road near S. Congress Avenue,78704
30270-10718,1,Amendment 2 or prior,202504,AUSTIN,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/5/25,W Cesar Chavez Street at Guadalupe Street,78701
30270-10717,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/5/25,3rd Street at Bryant Street,94107
30270-10715,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/5/25,Broadway near 4th Street,90013
30270-10714,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4/5/25,Union Street near Stockton Street,94113
30270-10713,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/5/25,Mariposa Avenue near W. 3rd Street,90004
30270-10690,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4/30/25,W. 3rd Street at Rossmore Avenue,90004
30270-10689,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/26/25,17th Court near Pico Boulevard,90404
30270-10685,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/20/25,S. Centinela Avenue at Venice Boulevard,90066
30270-10684,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4/18/25,Canon Drive near Charleville Boulevard,90212
30270-10683,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/18/25,23rd Street at Folsom Street,94110
30270-10680,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/12/25,Stevenson Street and 6th Street,94103
30270-10679,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/15/25,Broadway near Grant Avenue,94133
30270-10678,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/14/25,Howard Street at Beale Street,94105
30270-10672,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/14/25,Lebanon Street near Cameron Lane,90015
30270-10671,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4/13/25,13th Street near Trainor Street,94103
30270-10670,1,Amendment 2 or prior,202504,PHOENIX,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/12/25,parking lot at 1810 E. Apache Boulevard,85281
30270-10669,1,Amendment 2 or prior,202504,PHOENIX,V2V Backing,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4/12/25,parking lot near 6080 E. Thomas Road,85251
30270-10668,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/12/25,Montgomery Street at Broadway,94133
30270-10667,1,Amendment 2 or prior,202504,PHOENIX,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/12/25,Alley behind 4425 N. Saddlebag Trail,85251
30270-10666,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/12/25,Bay Street near Larkin Street,94109
30270-10640,1,Amendment 2 or prior,202504,PHOENIX,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/30/25,West Parking Lot off of Sky Harbor Circle,85034
30270-10638,2,Amendment 2 or prior,202504,SAN_FRANCISCO,Motorcycle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/29/25,Harrison Street at 5th Street,94107
30270-10631,1,Amendment 2 or prior,202504,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/24/25,parking lot entrance on S. Diablo Way near W. Alameda Drive.,85282
30270-10630,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4/24/25,Harold Avenue at Ocean Avenue,94112
30270-10618,1,Amendment 2 or prior,202504,AUSTIN,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/25/25,Navasota Street at E. 6th Street,78702
30270-10615,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4/25/25,parking lot at 2518 Lincoln Boulevard,90291
30270-10613,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/23/25,Oak Grove Street near Bryant Street,94107
30270-10610,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/21/25,Palou Avenue at Keith Street,94124
30270-10602,1,Amendment 2 or prior,202504,SAN_FRANCISCO,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/21/25,Gough Street at Filbert Street,94123
30270-10601,1,Amendment 2 or prior,202504,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/21/25,E. Fillmore Street at N. Central Avenue,85004
30270-10600,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/20/25,Oak Street at Masonic Avenue,94117
30270-10599,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/26/25,Windward Avenue near Speedway,90291
30270-10598,1,Amendment 2 or prior,202504,AUSTIN,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/20/25,Barton Springs Road at W. Riverside Drive,78704
30270-10595,1,Amendment 2 or prior,202504,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/19/25,W. 6th Street at S. Mill Avenue,85281
30270-10594,1,Amendment 2 or prior,202504,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/19/25,Adams Street at N. Central Avenue,85003
30270-10592,1,Amendment 2 or prior,202504,LOS_ANGELES,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/25/25,Highland Avenue near Hollywood Boulevard,90028
30270-10589,2,Amendment 2 or prior,202504,PHOENIX,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/27/25,Parking lot at 718 N Central Avenue,85004
30270-10576,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/23/25,Harper Avenue near Melrose Avenue,90048
30270-10573,1,Amendment 2 or prior,202504,SAN_FRANCISCO,Secondary Crash,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4/20/25,Taylor Street at O'Farrell Street,94102
30270-10571,2,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/19/25,Brooks Avenue at Pacific Avenue,90291
30270-10570,1,Amendment 2 or prior,202504,PHOENIX,V2V Intersection,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4/19/25,alley behind 4409 N. Saddlebag Trail,85251
30270-10561,1,Amendment 2 or prior,202504,ATLANTA,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/3/25,Briarvista Way near Lavista Road,30329
30270-10560,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/15/25,Duquesne Avenue at Braddock Drive,90232
30270-10559,1,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/4/25,West Boulevard near Edgewood Place,90019
30270-10557,1,Amendment 2 or prior,202504,AUSTIN,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/14/25,near N. Interstate 35 Frontage Road and Flores Street,78702
30270-10556,1,Amendment 2 or prior,202504,PHOENIX,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/13/25,parking lot near 291 E. Buckeye Road,85004
30270-10555,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/15/25,Columbus Avenue near Broadway,94133
30270-10528,1,Amendment 2 or prior,202504,SAN_FRANCISCO,All Others,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/13/25,The Embarcadero near Ferry Plaza,94111
30270-10527,1,Amendment 2 or prior,202504,PHOENIX,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/14/25,W. Alta Vista Road near S. 10th Drive.,85041
30270-10497,1,Amendment 2 or prior,202504,SAN_FRANCISCO,Single Vehicle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/10/25,Ocean Avenue near Brighton Avenue,94112
30270-10472,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Intersection,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4/10/25,Cole Street at Carl Street,94117
30270-10471,1,Amendment 2 or prior,202504,PHOENIX,Single Vehicle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/9/25,W Broadway Road at Priest Drive,85282
30270-10470,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/9/25,Grant Avenue near Bush Street,94108
30270-10422,2,Amendment 2 or prior,202504,PHOENIX,V2V Head-on,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4/6/25,alley behind 4425 N. Saddlebag Trail,85251
30270-10419,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4/5/25,Marina Boulevard near Baker Street,94123
30270-10418,1,Amendment 2 or prior,202504,AUSTIN,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/5/25,E Dean Keeton Street at San Jacinto Boulevard,78705
30270-10408,1,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4/4/25,Niagara Avenue near Delano Avenue,94112
30270-10396,2,Amendment 2 or prior,202504,SAN_FRANCISCO,Motorcycle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/3/25,Bush Street near Sansome Street,94104
30270-10384,1,Amendment 2 or prior,202504,PHOENIX,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/1/25,E. Indian School Road at N. 64th Street,85251
30270-10563,1,Amendment 2 or prior,202503,LOS_ANGELES,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3/6/25,Manning Avenue near Dunleer Drive,90064
30270-10488,1,Amendment 2 or prior,202503,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/27/25,La Cienega Boulevard at W 83rd Street,90301
30270-10487,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/27/25,Eugenia Avenue near Bonview Street,94110
30270-10455,1,Amendment 2 or prior,202503,LOS_ANGELES,V2V Lateral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/25/25,Huntley Drive near Miramar Street,90026
30270-10454,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3/24/25,Pine Street at Gough Street,94109
30270-10453,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Head-on,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/25/25,600 block of Ulloa Street,94127
30270-10452,1,Amendment 2 or prior,202503,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3/23/25,Yucca Street near N Hudson Avenue,90028
30270-10451,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/28/25,Fillmore Street near Page Street,94117
30270-10450,1,Amendment 2 or prior,202503,AUSTIN,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3/29/25,Rio Grande Street near W. 6th Street,78701
30270-10449,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3/27/25,Oak Grove Street near Harrison Street,94107
30270-10448,1,Amendment 2 or prior,202503,AUSTIN,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/24/25,E 2nd Street at Brazos Street,78701
30270-10447,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Backing,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3/24/25,Anza Street near 23rd Avenue,94121
30270-10446,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3/24/25,Ellis Street near Farren Street,94115
30270-10444,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/6/25,17th Street at Hoff Street,94110
30270-10443,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/5/25,Laguna Honda Boulevard near Clarendon Avenue,94131
30270-10442,1,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/4/25,California Street at Divisadero Street,94115
30270-10439,1,Amendment 2 or prior,202503,LOS_ANGELES,V2V Lateral,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3/3/25,Speedway near Breeze Avenue,90291
30270-10438,1,Amendment 2 or prior,202503,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/3/25,Wilshire Boulevard at Bundy Drive,90025
30270-10435,1,Amendment 2 or prior,202503,PHOENIX,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/1/25,N 9th Street near E Willetta Street,85006
30270-10428,1,Amendment 2 or prior,202503,LOS_ANGELES,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3/27/25,Ogden Drive near Oakwood Avenue,90036
