SGO Report ID,SGO Report Version,SGO Amendment,Year Month,Location,Crash Type,Is NHTSA Reportable In-Transport,Is NHTSA Reportable In-Transport Delta-V Less than 1 MPH,Is Police-Reported,Is Any-Injury-Reported,Is Any Vehicle Airbag Deployment,Is Ego Vehicle Airbag Deployment,Is Suspected Serious Injury+,Incident Date,Location Address / Description,Zip Code
30270-11360,1,Amendment 3,202507,LOS_ANGELES,V2V F2R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7/8/25,N. San Vicente Boulevard near Santa Monica Boulevard, 
30270-11358,1,Amendment 3,202507,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7/13/25,Alabama Street at 24th Street, 
30270-11344,1,Amendment 3,202507,LOS_ANGELES,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/5/25,Santa Monica Boulevard at Formosa Avenue, 
30270-11334,1,Amendment 3,202507,PHOENIX,Single Vehicle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/2/25,W. Broadway Road near Center Street, 
30270-11333,1,Amendment 3,202507,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/5/25,Taylor Street at Jefferson Street, 
30270-11330,1,Amendment 3,202507,AUSTIN,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/13/25,Comal Street near E. 5th Street, 
30270-11329,1,Amendment 3,202507,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/11/25,Fillmore Street near Golden Gate Avenue, 
30270-11328,1,Amendment 3,202507,AUSTIN,V2V F2R,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,7/3/25,W. Cesar Chavez Street at Lavaca Street, 
30270-11327,2,Amendment 3,202507,LOS_ANGELES,V2V F2R,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,7/14/25,N. Las Palmas Avenue and W. Sunset Boulevard, 
30270-11323,1,Amendment 3,202507,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,7/11/25,S. Hardy Drive near W. Alameda Drive, 
30270-11302,1,Amendment 3,202507,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/10/25,W. Exposition Boulevard at S. Figueroa Street, 
30270-11284,1,Amendment 3,202507,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/7/25,Wilshire Boulevard at S. Mariposa Avenue, 
30270-11282,1,Amendment 3,202507,LOS_ANGELES,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/4/25,W. Pico Boulevard at S. Figueroa Street, 
30270-11281,1,Amendment 3,202507,SAN_FRANCISCO,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7/5/25,Main Street near Market Street, 
30270-11280,1,Amendment 3,202507,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7/2/25,Kezar Drive at Lincoln Way, 
30270-11279,1,Amendment 3,202507,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/2/25,4th Street near Market Street, 
30270-11273,1,Amendment 3,202507,LOS_ANGELES,V2V Lateral,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7/1/25,S. Isis Avenue near W. Florence Avenue, 
30270-11298,1,Amendment 3,202506,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/26/25,Vallejo Street near Stockton Street, 
30270-11295,1,Amendment 3,202506,LOS_ANGELES,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/27/25,parking lot located at 11640 San Vicente Boulevard,90049
30270-11291,1,Amendment 3,202506,AUSTIN,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/27/25,unnamed service road off E. Stassney Lane near the intersection with Burleson Road, 
30270-11276,1,Amendment 3,202506,ATLANTA,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/18/25,Beeler Drive SW near Cleveland Circle SW, 
30270-11275,1,Amendment 3,202506,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/12/25,E. McDowell Road near N. Galvin Parkway, 
30270-11250,1,Amendment 3,202506,LOS_ANGELES,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/29/25,W. 92nd Street near S. Sepulveda Boulevard, 
30270-11249,1,Amendment 3,202506,LOS_ANGELES,V2V Lateral,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/30/25,Santa Monica Boulevard near Serrano Avenue, 
30270-11247,1,Amendment 3,202506,AUSTIN,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/30/25,W. Monroe Street near S. 2nd Street, 
30270-11246,1,Amendment 3,202506,AUSTIN,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/30/25,Lavaca Street at W. 5th Street, 
30270-11245,1,Amendment 3,202506,LOS_ANGELES,V2V F2R,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,6/30/25,E. 23rd Street at S. Los Angeles Street, 
30270-11244,1,Amendment 3,202506,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6/28/25,Green Street at Octavia Street, 
30270-11239,1,Amendment 3,202506,LOS_ANGELES,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/25/25,parking lot at 8781 Bellanca Avenue, 
30270-11238,1,Amendment 3,202506,AUSTIN,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/29/25,Douglas Street at E. Oltorf Street, 
30270-11225,1,Amendment 3,202506,SAN_FRANCISCO,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/20/25,Greenwich Street near Laguna Street, 
30270-11224,1,Amendment 3,202506,PHOENIX,All Others,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6/25/25,Brook View Apartments near N. Dobbs Road, 
30270-11221,1,Amendment 3,202506,LOS_ANGELES,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/22/25,Wellington Road near W. Jefferson Boulevard, 
30270-11220,1,Amendment 3,202506,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/12/25,E. McDowell Road near N. Galvin Parkway, 
30270-11219,1,Amendment 3,202506,ATLANTA,V2V Head-on,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,6/20/25,Rockwell Street SW at Metropolitan Parkway SW, 
30270-11218,1,Amendment 3,202506,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/24/25,Drumm Street at Market Street, 
30270-11216,1,Amendment 3,202506,PHOENIX,All Others,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/8/25,N. 41st Street near McDowell Road., 
30270-11214,1,Amendment 3,202506,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/9/25,Priest Drive near Calle Cerritos, 
30270-11213,1,Amendment 3,202506,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/6/25,Mission Street near 22nd Street, 
30270-11212,1,Amendment 3,202506,AUSTIN,V2V F2R,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,6/3/25,Congress Avenue near W. Cesar Chavez Street, 
30270-11210,1,Amendment 3,202506,SAN_FRANCISCO,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/3/25,Townsend Street near 2nd Street, 
30270-11209,1,Amendment 3,202506,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/23/25,10 S. Roosevelt Avenue, 
30270-11208,1,Amendment 3,202506,AUSTIN,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/2/25,N. Lamar Boulevard at W. 24th Street, 
30270-11207,1,Amendment 3,202506,LOS_ANGELES,All Others,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/1/25,Wilshire Boulevard near 19th Court, 
30270-11206,1,Amendment 3,202506,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/1/25,McDowell Road at N. 22nd Street, 
30270-11205,1,Amendment 3,202506,SAN_FRANCISCO,Cyclist,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,6/21/25,Columbus Avenue at Stockton Street, 
30270-11204,1,Amendment 3,202506,PHOENIX,Secondary Crash,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/22/25,parking lot at 3333 S. 7th Street., 
30270-11196,1,Amendment 3,202506,SAN_FRANCISCO,V2V Intersection,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/12/25,Toland Street near Galvez Avenue, 
30270-11195,1,Amendment 3,202506,SAN_FRANCISCO,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/20/25,Cypress Avenue near Clark Avenue, 
30270-11194,1,Amendment 3,202506,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/19/25,Natoma Street at 1st Street, 
30270-11193,1,Amendment 3,202506,LOS_ANGELES,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/7/25,parking lot at 10101 Venice Boulevard, 
30270-11192,1,Amendment 3,202506,SAN_FRANCISCO,V2V F2R,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,6/22/25,Taylor Street at O'Farrell Street, 
30270-11190,1,Amendment 3,202506,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6/22/25,N. 7th Avenue at W. Van Buren Street, 
30270-11189,1,Amendment 3,202506,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/21/25,York Street near 25th Street, 
30270-11177,1,Amendment 3,202506,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/17/25,N. 32nd Street at E. Indian School Road, 
30270-11175,1,Amendment 3,202506,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/16/25,S. Van Ness Avenue near 13th Street, 
30270-11174,1,Amendment 3,202506,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/18/25,10 S. Roosevelt Avenue, 
30270-11173,1,Amendment 3,202506,AUSTIN,V2V F2R,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/2/25,W. 7th Street near Rio Grande Street, 
30270-11172,1,Amendment 3,202506,LOS_ANGELES,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/3/25,W. 32nd Street near Royal Street, 
30270-11171,1,Amendment 3,202506,SAN_FRANCISCO,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/1/25,23rd Avenue at Geary Boulevard, 
30270-11170,1,Amendment 3,202506,SAN_FRANCISCO,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/2/25,Indiana Street near 19th Street, 
30270-11167,1,Amendment 3,202506,PHOENIX,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/14/25,E. Virginia Avenue at Hayden Road, 
30270-11163,1,Amendment 3,202506,SAN_FRANCISCO,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/3/25,Jackson Street at Kearny Street, 
30270-11162,1,Amendment 3,202506,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/2/25,Esmeralda Avenue at Franconia Street, 
30270-11161,1,Amendment 3,202506,PHOENIX,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/1/25,parking lot at 800 N. McClintock Drive,85004
30270-11160,1,Amendment 3,202506,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/6/25,S. 1st Street at E. Jefferson Street, 
30270-11146,1,Amendment 3,202506,AUSTIN,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6/14/25,E. Oltorf Street near Huntwick Drive, 
30270-11088,1,Amendment 2 or prior,202506,AUSTIN,Single Vehicle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/7/25,parking lot entrance off of San Marcos Street near 30 N. Interstate Highway 35,78701
30270-11087,1,Amendment 2 or prior,202506,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/10/25,E. Missouri Avenue at N. 11th Place,85014
30270-11085,1,Amendment 2 or prior,202506,AUSTIN,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/8/25,E. 7th Street at N. Interstate 35 Frontage Road,78702
30270-11046,1,Amendment 2 or prior,202506,SAN_FRANCISCO,All Others,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/5/25,alley behind 2500 Mason St,94133
30270-11044,1,Amendment 2 or prior,202506,SAN_FRANCISCO,Cyclist,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/6/25,14th Street at Valencia Street,94103
30270-11035,1,Amendment 2 or prior,202506,SAN_FRANCISCO,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/31/25,22nd Street near Mission Street,94110
30270-11016,2,Amendment 2 or prior,202506,SAN_FRANCISCO,Pedestrian,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6/4/25,Sansome Street at Pine Street,94104
30270-11015,1,Amendment 2 or prior,202506,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/4/25,N. Pavilions Boulevard at E. Talking Stick Way,85258
30270-11014,2,Amendment 2 or prior,202506,SAN_FRANCISCO,Pedestrian,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/4/25,Polk Street near Washington Street,94109
30270-11013,1,Amendment 2 or prior,202506,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6/2/25,Interstate 10 frontage road near E. Jefferson Street,85034
30270-10998,1,Amendment 2 or prior,202506,LOS_ANGELES,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/2/25,Pacific Avenue near 30th Avenue,90291
30270-10977,2,Amendment 2 or prior,202506,SAN_FRANCISCO,Pedestrian,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/1/25,7th Street near Berry Street,94107
30270-11067,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/29/25,Odd Fellows Way at 7th Street,94103
30270-11066,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/28/25,Hollis Street near O'Farrell Street,94115
30270-11063,1,Amendment 2 or prior,202505,PHOENIX,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/29/25,parking lot at 2323 E. Sky Harbor Circle N.,85034
30270-11062,1,Amendment 2 or prior,202505,AUSTIN,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/28/25,Woodland Avenue near Briar Hill Drive,78741
30270-11058,1,Amendment 2 or prior,202505,ATLANTA,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/26/25,North Avenue NW near State Street NW,30332
30270-11019,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/12/25,Maryland Street at S. Alvarado Street,90057
30270-11010,1,Amendment 2 or prior,202505,ATLANTA,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/26/25,Polar Rock Road SW near Bicknell Street SW,30315
30270-11007,1,Amendment 2 or prior,202505,AUSTIN,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/31/25,Euclid Avenue near Bartlett Street,78704
30270-11005,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/31/25,O'Farrell Street near Stockton Street,94102
30270-11003,1,Amendment 2 or prior,202505,AUSTIN,All Others,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5/31/25,S. Lamar Boulevard and Bluebonnet Lane,78704
30270-11002,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V F2R,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/29/25,4th Street at Freelon Street,94107
30270-11001,1,Amendment 2 or prior,202505,ATLANTA,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/27/25,near the 500 block of Marietta Street,30313
30270-10991,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/31/25,Hyde Street and Chestnut Street,94109
30270-10980,1,Amendment 2 or prior,202505,PHOENIX,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/30/25,S. Terrace Road near Rural Road,85281
30270-10976,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/16/25,Franklin Street near Lombard Street,94123
30270-10975,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/14/25,Melrose Alley near Melrose Avenue,90069
30270-10974,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/13/25,Cameron Lane near S. Grand Avenue,90015
30270-10973,1,Amendment 2 or prior,202505,SAN_FRANCISCO,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/10/25,900 block of Chenery Street,94131
30270-10972,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/11/25,Venice Boulevard near Sepulveda Boulevard,90232
30270-10970,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/20/25,Storey Avenue at Upton Avenue,94129
30270-10969,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5/10/25,Broadway near Stockton Street,94133
30270-10968,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/25/25,Noe Street at Market Street,94114
30270-10967,1,Amendment 2 or prior,202505,PHOENIX,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/9/25,parking lot near 720 W. Mariposa Street,85013
30270-10966,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/6/25,Cameron Lane near S. Grand Avenue,90015
30270-10965,1,Amendment 2 or prior,202505,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5/4/25,Priest Drive at W. University Drive,85281
30270-10964,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/28/25,4th Street at Harrison Street,94107
30270-10963,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/17/25,parking lot at 1800 S. Robertson Boulevard,90035
30270-10962,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/20/25,Alabama Street near 25th Street,94110
30270-10961,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Intersection,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/1/25,Mason Street at O'Farrell Street,94102
30270-10960,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/4/25,16th Street near Castro Street,94114
30270-10959,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/7/25,Bush Street near Battery Street,94104
30270-10958,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/18/25,N. Plymouth Boulevard near Clinton Street,90004
30270-10957,1,Amendment 2 or prior,202505,PHOENIX,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/6/25,E. Van Buren Street near N. 28th Street,85008
30270-10956,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/1/25,N. Windsor Boulevard near Clinton Street,90004
30270-10955,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/2/25,W. Washington Boulevard at Strongs Drive,90291
30270-10954,1,Amendment 2 or prior,202505,ATLANTA,V2V F2R,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/25/25,Piedmont Road NE at Piedmont Circle NE,30324
30270-10953,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Intersection,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/19/25,Venice Boulevard at S. Western Avenue,90019
30270-10952,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/21/25,6th Street at Jessie Street,94103
30270-10951,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/17/25,Parker Avenue at Golden Gate Avenue,94118
30270-10946,1,Amendment 2 or prior,202505,AUSTIN,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/16/25,Medina Street near E. 2nd Street,78702
30270-10928,1,Amendment 2 or prior,202505,SAN_FRANCISCO,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/13/25,Turk Street at Leavenworth Street,94102
30270-10927,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Backing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5/29/25,San Bruno Avenue near 16th Street,94103
30270-10926,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/19/25,Mission Street at 3rd Street,94105
30270-10925,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/11/25,S. Harcourt Avenue near W. Washington Boulevard.,90016
30270-10924,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/1/25,Grant Avenue near Pine Street,94108
30270-10921,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/25/25,Green Street near Gough Street,94123
30270-10920,1,Amendment 2 or prior,202505,AUSTIN,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/24/25,parking lot at 3609 S. Congress Avenue,78704
30270-10919,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/22/25,Vinton Avenue near National Boulevard,90034
30270-10918,1,Amendment 2 or prior,202505,LOS_ANGELES,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/25/25,S. Santa Monica Boulevard near N. Camden Drive,90210
30270-10917,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/20/25,Martin Luther King Jr. Drive near 7th Avenue,94122
30270-10916,1,Amendment 2 or prior,202505,PHOENIX,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/21/25,E. Rio Salado Parkway at N. Mill Avenue,85281
30270-10915,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/22/25,Rennie Avenue near Rose Court,90291
30270-10912,1,Amendment 2 or prior,202505,AUSTIN,V2V Head-on,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/27/25,Comal Street near Bob Harrison Street,78702
30270-10909,1,Amendment 2 or prior,202505,SAN_FRANCISCO,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/24/25,Hampshire Street at Mariposa Street,94110
30270-10900,1,Amendment 2 or prior,202505,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5/23/25,Van Ness Avenue and O'Farrell Street,94109
30270-10899,1,Amendment 2 or prior,202505,SAN_FRANCISCO,Secondary Crash,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/22/25,Jennings Street near Egbert Avenue,94124
30270-10898,1,Amendment 2 or prior,202505,SAN_FRANCISCO,All Others,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/17/25,Davis Street near Market Street,94111
30270-10897,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/12/25,Venice Boulevard near Cardiff Avenue,90232
30270-10894,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/10/25,W. Olympic Boulevard at Corinth Avenue,90064
30270-10893,1,Amendment 2 or prior,202505,LOS_ANGELES,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/4/25,Centinela Avenue near Texas Avenue,90025
30270-10892,2,Amendment 2 or prior,202505,LOS_ANGELES,V2V F2R,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5/22/25,Ocean Park Boulevard at S. Centinela Avenue,90405
30270-10891,1,Amendment 2 or prior,202505,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5/3/25,parking lot at 1371 S. Sunset Drive,85281
