report_id,report_version,amendment,year_month,city,crash_type,nhtsa_reportable,low_severity,police_reported,injury_reported,airbag_any,airbag_ego,serious_injury,incident_date,address,zip_code,year,month,month_name,day,day_of_week,day_of_week_num,is_weekend,quarter,year_month_dt,city_clean,severity_score,latitude,longitude
30270-10760,1.0,Amendment 2 or prior,202504,AUSTIN,V2V Backing,True,True,False,False,False,False,False,2025-04-29,E. 2nd Street at S. Congress Avenue.,78701,2025.0,4.0,April,29.0,Tuesday,1.0,False,2.0,2025-04,Austin,0,30.270779672410168,-97.74347384707553
30270-10759,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,True,True,True,False,False,False,False,2025-04-30,Sutter Street at Van Ness Avenue,94109,2025.0,4.0,April,30.0,Wednesday,2.0,False,2.0,2025-04,San Francisco,1,37.79502026778511,-122.42526787985594
30270-10758,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2025-04-30,2nd Street near Harrison Street,94107,2025.0,4.0,April,30.0,Wednesday,2.0,False,2.0,2025-04,San Francisco,0,37.7659156666733,-122.39555305207912
30270-10757,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,True,False,False,False,False,False,False,2025-04-29,Cyril Magnin Street near O'Farrell Street,94102,2025.0,4.0,April,29.0,Tuesday,1.0,False,2.0,2025-04,San Francisco,0,37.78433337015218,-122.42071888893385
30270-10756,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,True,True,False,False,False,False,False,2025-04-27,Green Street near Jasper Place,94133,2025.0,4.0,April,27.0,Sunday,6.0,True,2.0,2025-04,San Francisco,0,37.80264568784792,-122.40761154371305
30270-10755,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2025-04-26,parking lot at 320 Bowling Green Drive,94122,2025.0,4.0,April,26.0,Saturday,5.0,True,2.0,2025-04,San Francisco,0,37.76166126155961,-122.48558852995654
30270-10754,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,True,True,True,False,False,False,False,2025-04-26,Jones Street at Green Street,94133,2025.0,4.0,April,26.0,Saturday,5.0,True,2.0,2025-04,San Francisco,1,37.80285193750569,-122.4118193675467
30270-10753,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2025-04-10,Webster Street at Union Street,94123,2025.0,4.0,April,10.0,Thursday,3.0,False,2.0,2025-04,San Francisco,0,37.80124702794029,-122.44269640663781
30270-10752,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,False,False,False,False,False,False,False,2025-04-10,45th Avenue near Sloat Boulevard,94116,2025.0,4.0,April,10.0,Thursday,3.0,False,2.0,2025-04,San Francisco,0,37.742680156188996,-122.48560272319133
30270-10750,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,False,False,False,False,False,False,False,2025-04-09,Bay Street near Polk Street,94109,2025.0,4.0,April,9.0,Wednesday,2.0,False,2.0,2025-04,San Francisco,0,37.79108413645836,-122.42149386770406
30270-10749,1.0,Amendment 2 or prior,202504,PHOENIX,V2V F2R,True,True,False,False,False,False,False,2025-04-11,E. Southern Avenue at 40th Street,85040,2025.0,4.0,April,11.0,Friday,4.0,False,2.0,2025-04,Phoenix,0,33.39366723695912,-112.02981356940262
30270-10748,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,True,True,False,False,False,False,False,2025-04-11,E. 2nd Avenue near S. Central Avenue,90012,2025.0,4.0,April,11.0,Friday,4.0,False,2.0,2025-04,Los Angeles,0,34.06466258499317,-118.24224368395052
30270-10747,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,True,False,False,False,False,False,False,2025-04-11,Laguna Street at Ivy Street,94102,2025.0,4.0,April,11.0,Friday,4.0,False,2.0,2025-04,San Francisco,0,37.78334841106921,-122.41586548307684
30270-10743,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2025-04-09,6th Street at Bryant Street,94107,2025.0,4.0,April,9.0,Wednesday,2.0,False,2.0,2025-04,San Francisco,0,37.76422153186549,-122.39218641782048
30270-10742,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2025-04-08,Van Ness Avenue near Sutter Street,94109,2025.0,4.0,April,8.0,Tuesday,1.0,False,2.0,2025-04,San Francisco,0,37.792543897985944,-122.42290236040232
30270-10728,1.0,Amendment 2 or prior,202504,PHOENIX,V2V F2R,True,False,False,True,False,False,False,2025-04-08,N. Central Avenue at Thomas Road,85012,2025.0,4.0,April,8.0,Tuesday,1.0,False,2.0,2025-04,Phoenix,2,33.500945005417314,-112.07560648428873
30270-10726,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,True,False,False,False,False,False,False,2025-04-07,Melrose Avenue at N. Kingsley Drive,90029,2025.0,4.0,April,7.0,Monday,0.0,False,2.0,2025-04,Los Angeles,0,34.08757585536868,-118.29283589795587
30270-10725,1.0,Amendment 2 or prior,202504,AUSTIN,V2V Head-on,True,True,False,False,False,False,False,2025-04-06,E. Alpine Road near S. Congress Avenue,78704,2025.0,4.0,April,6.0,Sunday,6.0,True,2.0,2025-04,Austin,0,30.23935571565497,-97.76250080948101
30270-10718,1.0,Amendment 2 or prior,202504,AUSTIN,V2V F2R,True,False,False,False,False,False,False,2025-04-05,W Cesar Chavez Street at Guadalupe Street,78701,2025.0,4.0,April,5.0,Saturday,5.0,True,2.0,2025-04,Austin,0,30.27355047851754,-97.74025357025786
30270-10717,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,True,False,False,False,False,False,False,2025-04-05,3rd Street at Bryant Street,94107,2025.0,4.0,April,5.0,Saturday,5.0,True,2.0,2025-04,San Francisco,0,37.7690139703931,-122.39391007360277
30270-10715,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2025-04-05,Broadway near 4th Street,90013,2025.0,4.0,April,5.0,Saturday,5.0,True,2.0,2025-04,Los Angeles,0,34.04344973302802,-118.23893922060407
30270-10714,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,True,True,True,False,False,False,False,2025-04-05,Union Street near Stockton Street,94113,2025.0,4.0,April,5.0,Saturday,5.0,True,2.0,2025-04,San Francisco,1,37.760353485642966,-122.41451429563969
30270-10713,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,True,False,False,False,False,False,False,2025-04-05,Mariposa Avenue near W. 3rd Street,90004,2025.0,4.0,April,5.0,Saturday,5.0,True,2.0,2025-04,Los Angeles,0,34.076155651847394,-118.30819633677409
30270-10690,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,True,False,True,True,False,False,False,2025-04-30,W. 3rd Street at Rossmore Avenue,90004,2025.0,4.0,April,30.0,Wednesday,2.0,False,2.0,2025-04,Los Angeles,3,34.073109731494974,-118.30869554191285
30270-10689,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,True,True,False,False,False,False,False,2025-04-26,17th Court near Pico Boulevard,90404,2025.0,4.0,April,26.0,Saturday,5.0,True,2.0,2025-04,Los Angeles,0,34.027393165723986,-118.48131143613367
30270-10685,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2025-04-20,S. Centinela Avenue at Venice Boulevard,90066,2025.0,4.0,April,20.0,Sunday,6.0,True,2.0,2025-04,Los Angeles,0,34.00016515340596,-118.43011513818642
30270-10684,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,True,True,True,False,False,False,False,2025-04-18,Canon Drive near Charleville Boulevard,90212,2025.0,4.0,April,18.0,Friday,4.0,False,2.0,2025-04,Los Angeles,1,34.06042800396777,-118.40045046518851
30270-10683,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,True,True,False,False,False,False,False,2025-04-18,23rd Street at Folsom Street,94110,2025.0,4.0,April,18.0,Friday,4.0,False,2.0,2025-04,San Francisco,0,37.752716819081485,-122.41697003370825
30270-10680,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2025-04-12,Stevenson Street and 6th Street,94103,2025.0,4.0,April,12.0,Saturday,5.0,True,2.0,2025-04,San Francisco,0,37.77517326654836,-122.40786156590833
30270-10679,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2025-04-15,Broadway near Grant Avenue,94133,2025.0,4.0,April,15.0,Tuesday,1.0,False,2.0,2025-04,San Francisco,0,37.80513597013527,-122.41084765965185
30270-10678,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2025-04-14,Howard Street at Beale Street,94105,2025.0,4.0,April,14.0,Monday,0.0,False,2.0,2025-04,San Francisco,0,37.78524732751901,-122.39286951789197
30270-10672,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,True,False,False,False,False,False,False,2025-04-14,Lebanon Street near Cameron Lane,90015,2025.0,4.0,April,14.0,Monday,0.0,False,2.0,2025-04,Los Angeles,0,34.04334256826155,-118.27112516477112
30270-10671,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,True,False,True,False,False,False,False,2025-04-13,13th Street near Trainor Street,94103,2025.0,4.0,April,13.0,Sunday,6.0,True,2.0,2025-04,San Francisco,1,37.77227559347282,-122.40937786132326
30270-10670,1.0,Amendment 2 or prior,202504,PHOENIX,V2V Lateral,True,False,False,False,False,False,False,2025-04-12,parking lot at 1810 E. Apache Boulevard,85281,2025.0,4.0,April,12.0,Saturday,5.0,True,2.0,2025-04,Phoenix,0,33.42599903242882,-111.9384439502693
30270-10669,1.0,Amendment 2 or prior,202504,PHOENIX,V2V Backing,True,False,True,False,False,False,False,2025-04-12,parking lot near 6080 E. Thomas Road,85251,2025.0,4.0,April,12.0,Saturday,5.0,True,2.0,2025-04,Phoenix,1,33.49266337358518,-111.92644127619035
30270-10668,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,True,False,False,False,False,False,False,2025-04-12,Montgomery Street at Broadway,94133,2025.0,4.0,April,12.0,Saturday,5.0,True,2.0,2025-04,San Francisco,0,37.79829241068339,-122.40601999343824
30270-10667,1.0,Amendment 2 or prior,202504,PHOENIX,V2V Lateral,True,True,False,False,False,False,False,2025-04-12,Alley behind 4425 N. Saddlebag Trail,85251,2025.0,4.0,April,12.0,Saturday,5.0,True,2.0,2025-04,Phoenix,0,33.48991512204934,-111.92753409825151
30270-10666,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,False,False,False,False,False,False,False,2025-04-12,Bay Street near Larkin Street,94109,2025.0,4.0,April,12.0,Saturday,5.0,True,2.0,2025-04,San Francisco,0,37.789170966345644,-122.42469370166029
30270-10640,1.0,Amendment 2 or prior,202504,PHOENIX,V2V Backing,True,True,False,False,False,False,False,2025-04-30,West Parking Lot off of Sky Harbor Circle,85034,2025.0,4.0,April,30.0,Wednesday,2.0,False,2.0,2025-04,Phoenix,0,33.43017542390474,-112.02870705928082
30270-10638,2.0,Amendment 2 or prior,202504,SAN_FRANCISCO,Motorcycle,True,False,False,False,False,False,False,2025-04-29,Harrison Street at 5th Street,94107,2025.0,4.0,April,29.0,Tuesday,1.0,False,2.0,2025-04,San Francisco,0,37.76308426050959,-122.39489964089786
30270-10631,1.0,Amendment 2 or prior,202504,PHOENIX,Single Vehicle,True,True,False,False,False,False,False,2025-04-24,parking lot entrance on S. Diablo Way near W. Alameda Drive.,85282,2025.0,4.0,April,24.0,Thursday,3.0,False,2.0,2025-04,Phoenix,0,33.38735752481294,-111.94470414800779
30270-10630,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,True,False,True,False,False,False,False,2025-04-24,Harold Avenue at Ocean Avenue,94112,2025.0,4.0,April,24.0,Thursday,3.0,False,2.0,2025-04,San Francisco,1,37.717177440852154,-122.44776696284173
30270-10618,1.0,Amendment 2 or prior,202504,AUSTIN,V2V Head-on,True,True,False,False,False,False,False,2025-04-25,Navasota Street at E. 6th Street,78702,2025.0,4.0,April,25.0,Friday,4.0,False,2.0,2025-04,Austin,0,30.265094599564126,-97.72178199330354
30270-10615,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,True,True,True,False,False,False,False,2025-04-25,parking lot at 2518 Lincoln Boulevard,90291,2025.0,4.0,April,25.0,Friday,4.0,False,2.0,2025-04,Los Angeles,1,33.98821583512912,-118.46843873262107
30270-10613,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,True,True,False,False,False,False,False,2025-04-23,Oak Grove Street near Bryant Street,94107,2025.0,4.0,April,23.0,Wednesday,2.0,False,2.0,2025-04,San Francisco,0,37.76199731061463,-122.39680730559765
30270-10610,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2025-04-21,Palou Avenue at Keith Street,94124,2025.0,4.0,April,21.0,Monday,0.0,False,2.0,2025-04,San Francisco,0,37.73219065186822,-122.38476530194254
30270-10602,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,Single Vehicle,True,True,False,False,False,False,False,2025-04-21,Gough Street at Filbert Street,94123,2025.0,4.0,April,21.0,Monday,0.0,False,2.0,2025-04,San Francisco,0,37.8013404197484,-122.44226899162656
30270-10601,1.0,Amendment 2 or prior,202504,PHOENIX,V2V F2R,True,False,False,False,False,False,False,2025-04-21,E. Fillmore Street at N. Central Avenue,85004,2025.0,4.0,April,21.0,Monday,0.0,False,2.0,2025-04,Phoenix,0,33.44926542457882,-112.07278126430558
30270-10600,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,True,True,False,False,False,False,False,2025-04-20,Oak Street at Masonic Avenue,94117,2025.0,4.0,April,20.0,Sunday,6.0,True,2.0,2025-04,San Francisco,0,37.77360057981411,-122.44379145134242
30270-10599,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,True,True,False,False,False,False,False,2025-04-26,Windward Avenue near Speedway,90291,2025.0,4.0,April,26.0,Saturday,5.0,True,2.0,2025-04,Los Angeles,0,33.98897753925539,-118.46953792400531
30270-10598,1.0,Amendment 2 or prior,202504,AUSTIN,V2V F2R,True,False,False,False,False,False,False,2025-04-20,Barton Springs Road at W. Riverside Drive,78704,2025.0,4.0,April,20.0,Sunday,6.0,True,2.0,2025-04,Austin,0,30.24442554382485,-97.76434830437617
30270-10595,1.0,Amendment 2 or prior,202504,PHOENIX,V2V F2R,True,False,False,False,False,False,False,2025-04-19,W. 6th Street at S. Mill Avenue,85281,2025.0,4.0,April,19.0,Saturday,5.0,True,2.0,2025-04,Phoenix,0,33.41810228944447,-111.94291301838848
30270-10594,1.0,Amendment 2 or prior,202504,PHOENIX,V2V F2R,True,False,False,False,False,False,False,2025-04-19,Adams Street at N. Central Avenue,85003,2025.0,4.0,April,19.0,Saturday,5.0,True,2.0,2025-04,Phoenix,0,33.44693207761629,-112.08011783722269
30270-10592,1.0,Amendment 2 or prior,202504,LOS_ANGELES,All Others,True,True,False,False,False,False,False,2025-04-25,Highland Avenue near Hollywood Boulevard,90028,2025.0,4.0,April,25.0,Friday,4.0,False,2.0,2025-04,Los Angeles,0,34.09976164927192,-118.32297597030906
30270-10589,2.0,Amendment 2 or prior,202504,PHOENIX,V2V Lateral,True,True,False,False,False,False,False,2025-04-27,Parking lot at 718 N Central Avenue,85004,2025.0,4.0,April,27.0,Sunday,6.0,True,2.0,2025-04,Phoenix,0,33.44683938257716,-112.06755409626324
30270-10576,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Head-on,True,True,False,False,False,False,False,2025-04-23,Harper Avenue near Melrose Avenue,90048,2025.0,4.0,April,23.0,Wednesday,2.0,False,2.0,2025-04,Los Angeles,0,34.07795528884983,-118.37223349481292
30270-10573,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,Secondary Crash,True,False,True,False,True,False,False,2025-04-20,Taylor Street at O'Farrell Street,94102,2025.0,4.0,April,20.0,Sunday,6.0,True,2.0,2025-04,San Francisco,3,37.77889734826279,-122.41184428067696
30270-10571,2.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2025-04-19,Brooks Avenue at Pacific Avenue,90291,2025.0,4.0,April,19.0,Saturday,5.0,True,2.0,2025-04,Los Angeles,0,33.98855768044801,-118.46914409338055
30270-10570,1.0,Amendment 2 or prior,202504,PHOENIX,V2V Intersection,True,False,True,False,False,False,False,2025-04-19,alley behind 4409 N. Saddlebag Trail,85251,2025.0,4.0,April,19.0,Saturday,5.0,True,2.0,2025-04,Phoenix,1,33.496018592086585,-111.9234538153251
30270-10561,1.0,Amendment 2 or prior,202504,ATLANTA,Single Vehicle,True,True,False,False,False,False,False,2025-04-03,Briarvista Way near Lavista Road,30329,2025.0,4.0,April,3.0,Thursday,3.0,False,2.0,2025-04,Atlanta,0,33.82875305954541,-84.32236881773318
30270-10560,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2025-04-15,Duquesne Avenue at Braddock Drive,90232,2025.0,4.0,April,15.0,Tuesday,1.0,False,2.0,2025-04,Los Angeles,0,34.014189691912634,-118.3915990738018
30270-10559,1.0,Amendment 2 or prior,202504,LOS_ANGELES,V2V Backing,False,False,False,False,False,False,False,2025-04-04,West Boulevard near Edgewood Place,90019,2025.0,4.0,April,4.0,Friday,4.0,False,2.0,2025-04,Los Angeles,0,34.04830967529691,-118.3447198081389
30270-10557,1.0,Amendment 2 or prior,202504,AUSTIN,V2V F2R,True,False,False,False,False,False,False,2025-04-14,near N. Interstate 35 Frontage Road and Flores Street,78702,2025.0,4.0,April,14.0,Monday,0.0,False,2.0,2025-04,Austin,0,30.26362851069885,-97.72289422197804
30270-10556,1.0,Amendment 2 or prior,202504,PHOENIX,V2V Backing,True,True,False,False,False,False,False,2025-04-13,parking lot near 291 E. Buckeye Road,85004,2025.0,4.0,April,13.0,Sunday,6.0,True,2.0,2025-04,Phoenix,0,33.452216083431544,-112.07033795228963
30270-10555,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Lateral,False,False,False,False,False,False,False,2025-04-15,Columbus Avenue near Broadway,94133,2025.0,4.0,April,15.0,Tuesday,1.0,False,2.0,2025-04,San Francisco,0,37.80308420972398,-122.41083877090495
30270-10528,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,All Others,False,False,False,False,False,False,False,2025-04-13,The Embarcadero near Ferry Plaza,94111,2025.0,4.0,April,13.0,Sunday,6.0,True,2.0,2025-04,San Francisco,0,37.79977115284248,-122.39542378020336
30270-10527,1.0,Amendment 2 or prior,202504,PHOENIX,V2V Backing,False,False,False,False,False,False,False,2025-04-14,W. Alta Vista Road near S. 10th Drive.,85041,2025.0,4.0,April,14.0,Monday,0.0,False,2.0,2025-04,Phoenix,0,33.39122863271267,-112.09304959370266
30270-10497,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,Single Vehicle,True,False,False,False,False,False,False,2025-04-10,Ocean Avenue near Brighton Avenue,94112,2025.0,4.0,April,10.0,Thursday,3.0,False,2.0,2025-04,San Francisco,0,37.7201501038447,-122.44039360429758
30270-10472,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Intersection,True,False,False,False,True,False,False,2025-04-10,Cole Street at Carl Street,94117,2025.0,4.0,April,10.0,Thursday,3.0,False,2.0,2025-04,San Francisco,2,37.76871434447687,-122.44748963342722
30270-10471,1.0,Amendment 2 or prior,202504,PHOENIX,Single Vehicle,True,False,False,False,False,False,False,2025-04-09,W Broadway Road at Priest Drive,85282,2025.0,4.0,April,9.0,Wednesday,2.0,False,2.0,2025-04,Phoenix,0,33.394138192072155,-111.9442303011958
30270-10470,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Backing,True,False,False,False,False,False,False,2025-04-09,Grant Avenue near Bush Street,94108,2025.0,4.0,April,9.0,Wednesday,2.0,False,2.0,2025-04,San Francisco,0,37.788285314000724,-122.4066623264518
30270-10422,2.0,Amendment 2 or prior,202504,PHOENIX,V2V Head-on,True,False,True,False,False,False,False,2025-04-06,alley behind 4425 N. Saddlebag Trail,85251,2025.0,4.0,April,6.0,Sunday,6.0,True,2.0,2025-04,Phoenix,1,33.49545333916615,-111.92116308810765
30270-10419,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V F2R,True,True,True,False,False,False,False,2025-04-05,Marina Boulevard near Baker Street,94123,2025.0,4.0,April,5.0,Saturday,5.0,True,2.0,2025-04,San Francisco,1,37.79830622165934,-122.4342677274631
30270-10418,1.0,Amendment 2 or prior,202504,AUSTIN,V2V Lateral,True,True,False,False,False,False,False,2025-04-05,E Dean Keeton Street at San Jacinto Boulevard,78705,2025.0,4.0,April,5.0,Saturday,5.0,True,2.0,2025-04,Austin,0,30.291286558843087,-97.73418254973566
30270-10408,1.0,Amendment 2 or prior,202504,SAN_FRANCISCO,V2V Head-on,True,True,False,False,False,False,False,2025-04-04,Niagara Avenue near Delano Avenue,94112,2025.0,4.0,April,4.0,Friday,4.0,False,2.0,2025-04,San Francisco,0,37.717263615355556,-122.44601821602306
30270-10396,2.0,Amendment 2 or prior,202504,SAN_FRANCISCO,Motorcycle,True,False,False,False,False,False,False,2025-04-03,Bush Street near Sansome Street,94104,2025.0,4.0,April,3.0,Thursday,3.0,False,2.0,2025-04,San Francisco,0,37.78980369666195,-122.39986291725612
30270-10384,1.0,Amendment 2 or prior,202504,PHOENIX,V2V Lateral,True,False,False,False,False,False,False,2025-04-01,E. Indian School Road at N. 64th Street,85251,2025.0,4.0,April,1.0,Tuesday,1.0,False,2.0,2025-04,Phoenix,0,33.495847140670165,-111.92456436762197
30270-10563,1.0,Amendment 2 or prior,202503,LOS_ANGELES,Single Vehicle,True,True,False,False,False,False,False,2025-03-06,Manning Avenue near Dunleer Drive,90064,2025.0,3.0,March,6.0,Thursday,3.0,False,1.0,2025-03,Los Angeles,0,34.03366631305389,-118.42822307615029
30270-10488,1.0,Amendment 2 or prior,202503,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2025-03-27,La Cienega Boulevard at W 83rd Street,90301,2025.0,3.0,March,27.0,Thursday,3.0,False,1.0,2025-03,Los Angeles,0,33.95210216019002,-118.34934455887496
30270-10487,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Head-on,True,False,False,False,False,False,False,2025-03-27,Eugenia Avenue near Bonview Street,94110,2025.0,3.0,March,27.0,Thursday,3.0,False,1.0,2025-03,San Francisco,0,37.75200938177377,-122.41533523318232
30270-10455,1.0,Amendment 2 or prior,202503,LOS_ANGELES,V2V Lateral,False,False,False,False,False,False,False,2025-03-25,Huntley Drive near Miramar Street,90026,2025.0,3.0,March,25.0,Tuesday,1.0,False,1.0,2025-03,Los Angeles,0,34.07959822850666,-118.25851971410732
30270-10454,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Backing,True,True,False,False,False,False,False,2025-03-24,Pine Street at Gough Street,94109,2025.0,3.0,March,24.0,Monday,0.0,False,1.0,2025-03,San Francisco,0,37.79076148836863,-122.41744247766412
30270-10453,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Head-on,False,False,False,False,False,False,False,2025-03-25,600 block of Ulloa Street,94127,2025.0,3.0,March,25.0,Tuesday,1.0,False,1.0,2025-03,San Francisco,0,37.74010635210229,-122.4550974590469
30270-10452,1.0,Amendment 2 or prior,202503,LOS_ANGELES,V2V Head-on,True,True,False,False,False,False,False,2025-03-23,Yucca Street near N Hudson Avenue,90028,2025.0,3.0,March,23.0,Sunday,6.0,True,1.0,2025-03,Los Angeles,0,34.09572632716869,-118.32339569304057
30270-10451,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Backing,False,False,False,False,False,False,False,2025-03-28,Fillmore Street near Page Street,94117,2025.0,3.0,March,28.0,Friday,4.0,False,1.0,2025-03,San Francisco,0,37.77201982780298,-122.44507896746933
30270-10450,1.0,Amendment 2 or prior,202503,AUSTIN,V2V Lateral,True,True,False,False,False,False,False,2025-03-29,Rio Grande Street near W. 6th Street,78701,2025.0,3.0,March,29.0,Saturday,5.0,True,1.0,2025-03,Austin,0,30.273934835374373,-97.74632928457315
30270-10449,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Lateral,True,True,False,False,False,False,False,2025-03-27,Oak Grove Street near Harrison Street,94107,2025.0,3.0,March,27.0,Thursday,3.0,False,1.0,2025-03,San Francisco,0,37.76537234472995,-122.3946714422496
30270-10448,1.0,Amendment 2 or prior,202503,AUSTIN,V2V Head-on,True,False,False,False,False,False,False,2025-03-24,E 2nd Street at Brazos Street,78701,2025.0,3.0,March,24.0,Monday,0.0,False,1.0,2025-03,Austin,0,30.266294063564615,-97.73961889558858
30270-10447,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Backing,True,True,False,True,False,False,False,2025-03-24,Anza Street near 23rd Avenue,94121,2025.0,3.0,March,24.0,Monday,0.0,False,1.0,2025-03,San Francisco,2,37.77774369945463,-122.49515700580979
30270-10446,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Backing,True,True,False,False,False,False,False,2025-03-24,Ellis Street near Farren Street,94115,2025.0,3.0,March,24.0,Monday,0.0,False,1.0,2025-03,San Francisco,0,37.78214230935069,-122.43212082364518
30270-10444,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V Intersection,True,False,False,False,False,False,False,2025-03-06,17th Street at Hoff Street,94110,2025.0,3.0,March,6.0,Thursday,3.0,False,1.0,2025-03,San Francisco,0,37.74648591794789,-122.4147646525357
30270-10443,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2025-03-05,Laguna Honda Boulevard near Clarendon Avenue,94131,2025.0,3.0,March,5.0,Wednesday,2.0,False,1.0,2025-03,San Francisco,0,37.74571409534862,-122.43836818427093
30270-10442,1.0,Amendment 2 or prior,202503,SAN_FRANCISCO,V2V F2R,True,False,False,False,False,False,False,2025-03-04,California Street at Divisadero Street,94115,2025.0,3.0,March,4.0,Tuesday,1.0,False,1.0,2025-03,San Francisco,0,37.785049695132464,-122.4338727304401
30270-10439,1.0,Amendment 2 or prior,202503,LOS_ANGELES,V2V Lateral,True,True,True,False,False,False,False,2025-03-03,Speedway near Breeze Avenue,90291,2025.0,3.0,March,3.0,Monday,0.0,False,1.0,2025-03,Los Angeles,1,33.99597606655514,-118.4725653999108
30270-10438,1.0,Amendment 2 or prior,202503,LOS_ANGELES,V2V F2R,True,False,False,False,False,False,False,2025-03-03,Wilshire Boulevard at Bundy Drive,90025,2025.0,3.0,March,3.0,Monday,0.0,False,1.0,2025-03,Los Angeles,0,34.037519252538445,-118.4455275038788
30270-10435,1.0,Amendment 2 or prior,202503,PHOENIX,V2V Backing,False,False,False,False,False,False,False,2025-03-01,N 9th Street near E Willetta Street,85006,2025.0,3.0,March,1.0,Saturday,5.0,True,1.0,2025-03,Phoenix,0,33.45752293847232,-112.0446445538761
30270-10428,1.0,Amendment 2 or prior,202503,LOS_ANGELES,V2V Backing,True,True,False,False,False,False,False,2025-03-27,Ogden Drive near Oakwood Avenue,90036,2025.0,3.0,March,27.0,Thursday,3.0,False,1.0,2025-03,Los Angeles,0,34.07220318489199,-118.34996872012364
